nom,date,cumulative_confirmed_cases
Kambala,7/27/2026,2
Kilo,7/27/2026,28
Komanda,7/27/2026,36
Lita,7/27/2026,121
Logo,7/27/2026,9
Lolwa,7/27/2026,4
Mahagi,7/27/2026,4
Mambasa,7/27/2026,9
Mandima,7/27/2026,16
Mangala,7/27/2026,100
Mongbwalu,7/27/2026,528
Nia-Nia,7/27/2026,92
Nizi,7/27/2026,360
Nyankunde,7/27/2026,114
Rimba,7/27/2026,8
Rwampara,7/27/2026,585
Tchomia,7/27/2026,41
Beni,7/27/2026,46
Butembo,7/27/2026,75
Goma,7/27/2026,1
Kalunguta,7/27/2026,5
Katwa,7/27/2026,145
Kyondo,7/27/2026,12
Mabalako,7/27/2026,1
Masereka,7/27/2026,4
Musienene,7/27/2026,31
Oicha,7/27/2026,4
Vuhovi,7/27/2026,1
Miti-Murhesa,7/27/2026,3
Boma Mangbetu,7/27/2026,7
Isiro,7/27/2026,12
Pawa,7/27/2026,8
Rungu,7/27/2026,1
Wamba,7/27/2026,11
Lubunga,7/27/2026,1
Makiso-Kisangani,7/27/2026,3
Mangobo,7/27/2026,1
Adja,7/30/2026,11
Aru,7/30/2026,5
Ariwara,7/30/2026,7
Aungba,7/30/2026,9
Bambu,7/30/2026,60
Boga,7/30/2026,1
Bunia,7/30/2026,880
Damas,7/30/2026,17
Drodro,7/30/2026,10
Fataki,7/30/2026,27
Gethy,7/30/2026,1
Kambala,7/30/2026,2
Kilo,7/30/2026,29
Komanda,7/30/2026,36
Lita,7/30/2026,131
Logo,7/30/2026,9
Lolwa,7/30/2026,7
Mahagi,7/30/2026,4
Mambasa,7/30/2026,9
Mandima,7/30/2026,16
Mangala,7/30/2026,101
Mongbwalu,7/30/2026,541
Nia-Nia,7/30/2026,95
Nizi,7/30/2026,377
Nyankunde,7/30/2026,114
Rimba,7/30/2026,9
Rwampara,7/30/2026,627
Tchomia,7/30/2026,41
Beni,7/30/2026,50
Butembo,7/30/2026,82
Goma,7/30/2026,1
Kalunguta,7/30/2026,5
Katwa,7/30/2026,166
Kyondo,7/30/2026,13
Mabalako,7/30/2026,1
Masereka,7/30/2026,4
Musienene,7/30/2026,39
Oicha,7/30/2026,4
Vuhovi,7/30/2026,1
Miti-Murhesa,7/30/2026,3
Boma Mangbetu,7/30/2026,12
Isiro,7/30/2026,16
Pawa,7/30/2026,9
Rungu,7/30/2026,1
Wamba,7/30/2026,15
Kabondo,7/30/2026,1
Lubunga,7/30/2026,1
Makiso-Kisangani,7/30/2026,4
Mangobo,7/30/2026,1
Adja,7/31/2026,11
Aru,7/31/2026,5
Ariwara,7/31/2026,7
Aungba,7/31/2026,9
Bambu,7/31/2026,60
Boga,7/31/2026,1
Bunia,7/31/2026,896
Damas,7/31/2026,17
Drodro,7/31/2026,10
Fataki,7/31/2026,35
Gethy,7/31/2026,1
Kambala,7/31/2026,2
Kilo,7/31/2026,29
Komanda,7/31/2026,36
Lita,7/31/2026,132
Logo,7/31/2026,9
Lolwa,7/31/2026,7
Mahagi,7/31/2026,4
Mambasa,7/31/2026,9
Mandima,7/31/2026,16
Mangala,7/31/2026,102
Mongbwalu,7/31/2026,545
Nia-Nia,7/31/2026,101
Nizi,7/31/2026,387
Nyankunde,7/31/2026,115
Rimba,7/31/2026,9
Rwampara,7/31/2026,633
Tchomia,7/31/2026,41
Beni,7/31/2026,57
Butembo,7/31/2026,83
Goma,7/31/2026,1
Kalunguta,7/31/2026,6
Katwa,7/31/2026,168
Kyondo,7/31/2026,13
Mabalako,7/31/2026,1
Masereka,7/31/2026,4
Musienene,7/31/2026,40
Oicha,7/31/2026,4
Vuhovi,7/31/2026,1
Miti-Murhesa,7/31/2026,3
Boma Mangbetu,7/31/2026,12
Isiro,7/31/2026,19
Pawa,7/31/2026,10
Rungu,7/31/2026,1
Wamba,7/31/2026,15
Kabondo,7/31/2026,1
Lubunga,7/31/2026,1
Makiso-Kisangani,7/31/2026,4
Mangobo,7/31/2026,1
Adja,8/1/2026,11
Aru,8/1/2026,5
Ariwara,8/1/2026,7
Aungba,8/1/2026,9
Bambu,8/1/2026,60
Boga,8/1/2026,1
Bunia,8/1/2026,905
Damas,8/1/2026,18
Drodro,8/1/2026,11
Fataki,8/1/2026,35
Gethy,8/1/2026,1
Kambala,8/1/2026,2
Kilo,8/1/2026,29
Komanda,8/1/2026,37
Lita,8/1/2026,137
Logo,8/1/2026,9
Lolwa,8/1/2026,7
Mahagi,8/1/2026,4
Mambasa,8/1/2026,10
Mandima,8/1/2026,16
Mangala,8/1/2026,105
Mongbwalu,8/1/2026,550
Nia-Nia,8/1/2026,103
Nizi,8/1/2026,397
Nyankunde,8/1/2026,115
Rimba,8/1/2026,9
Rwampara,8/1/2026,644
Tchomia,8/1/2026,41
Beni,8/1/2026,61
Butembo,8/1/2026,88
Goma,8/1/2026,1
Kalunguta,8/1/2026,6
Katwa,8/1/2026,180
Kyondo,8/1/2026,13
Mabalako,8/1/2026,1
Masereka,8/1/2026,4
Musienene,8/1/2026,41
Oicha,8/1/2026,4
Vuhovi,8/1/2026,1
Miti-Murhesa,8/1/2026,3
Boma Mangbetu,8/1/2026,12
Isiro,8/1/2026,19
Pawa,8/1/2026,12
Rungu,8/1/2026,1
Wamba,8/1/2026,16
Kabondo,8/1/2026,1
Lubunga,8/1/2026,1
Makiso-Kisangani,8/1/2026,3
Mangobo,8/1/2026,1
Wanierukula,8/1/2026,1
Adja,8/2/2026,11
Aru,8/2/2026,5
Ariwara,8/2/2026,7
Aungba,8/2/2026,10
Bambu,8/2/2026,64
Boga,8/2/2026,1
Bunia,8/2/2026,914
Damas,8/2/2026,18
Drodro,8/2/2026,11
Fataki,8/2/2026,35
Gethy,8/2/2026,1
Kambala,8/2/2026,2
Kilo,8/2/2026,29
Komanda,8/2/2026,37
Lita,8/2/2026,141
Logo,8/2/2026,9
Lolwa,8/2/2026,7
Mahagi,8/2/2026,4
Mambasa,8/2/2026,10
Mandima,8/2/2026,16
Mangala,8/2/2026,105
Mongbwalu,8/2/2026,552
Nia-Nia,8/2/2026,104
Nizi,8/2/2026,402
Nyankunde,8/2/2026,115
Rimba,8/2/2026,9
Rwampara,8/2/2026,655
Tchomia,8/2/2026,43
Beni,8/2/2026,64
Butembo,8/2/2026,87
Goma,8/2/2026,1
Kalunguta,8/2/2026,7
Katwa,8/2/2026,186
Kyondo,8/2/2026,13
Lubero,8/2/2026,1
Mabalako,8/2/2026,1
Masereka,8/2/2026,5
Musienene,8/2/2026,43
Oicha,8/2/2026,4
Vuhovi,8/2/2026,2
Boma Mangbetu,8/2/2026,13
Isiro,8/2/2026,19
Pawa,8/2/2026,12
Rungu,8/2/2026,1
Wamba,8/2/2026,16
Kabondo,8/2/2026,1
Lubunga,8/2/2026,1
Makiso-Kisangani,8/2/2026,3
Mangobo,8/2/2026,1
Wanierukula,8/2/2026,1
Miti-Murhesa,8/2/2026,3
Adja,8/3/2026,11
Aru,8/3/2026,5
Ariwara,8/3/2026,7
Aungba,8/3/2026,10
Bambu,8/3/2026,69
Boga,8/3/2026,1
Bunia,8/3/2026,925
Damas,8/3/2026,18
Drodro,8/3/2026,11
Fataki,8/3/2026,35
Gethy,8/3/2026,1
Kambala,8/3/2026,2
Kilo,8/3/2026,29
Komanda,8/3/2026,38
Lita,8/3/2026,142
Logo,8/3/2026,10
Lolwa,8/3/2026,7
Mahagi,8/3/2026,4
Mambasa,8/3/2026,10
Mandima,8/3/2026,16
Mangala,8/3/2026,106
Mongbwalu,8/3/2026,553
Nia-Nia,8/3/2026,112
Nizi,8/3/2026,410
Nyankunde,8/3/2026,115
Rimba,8/3/2026,9
Rwampara,8/3/2026,674
Tchomia,8/3/2026,45
Beni,8/3/2026,64
Butembo,8/3/2026,89
Goma,8/3/2026,1
Kalunguta,8/3/2026,7
Katwa,8/3/2026,195
Kyondo,8/3/2026,13
Lubero,8/3/2026,1
Mabalako,8/3/2026,1
Masereka,8/3/2026,5
Musienene,8/3/2026,44
Oicha,8/3/2026,4
Vuhovi,8/3/2026,2
Boma Mangbetu,8/3/2026,13
Isiro,8/3/2026,21
Pawa,8/3/2026,12
Rungu,8/3/2026,1
Wamba,8/3/2026,16
Kabondo,8/3/2026,1
Lubunga,8/3/2026,1
Makiso-Kisangani,8/3/2026,3
Mangobo,8/3/2026,1
Wanierukula,8/3/2026,1
Miti-Murhesa,8/3/2026,3
Adja,8/4/2026,11
Aru,8/4/2026,5
Ariwara,8/4/2026,7
Aungba,8/4/2026,10
Bambu,8/4/2026,69
Boga,8/4/2026,1
Bunia,8/4/2026,950
Damas,8/4/2026,18
Drodro,8/4/2026,11
Fataki,8/4/2026,40
Gethy,8/4/2026,1
Kambala,8/4/2026,2
Kilo,8/4/2026,29
Komanda,8/4/2026,38
Lita,8/4/2026,151
Logo,8/4/2026,10
Lolwa,8/4/2026,7
Mahagi,8/4/2026,4
Mambasa,8/4/2026,10
Mandima,8/4/2026,16
Mangala,8/4/2026,108
Mongbwalu,8/4/2026,558
Nia-Nia,8/4/2026,112
Nizi,8/4/2026,431
Nyankunde,8/4/2026,115
Rimba,8/4/2026,9
Rwampara,8/4/2026,692
Tchomia,8/4/2026,45
Beni,8/4/2026,64
Butembo,8/4/2026,92
Goma,8/4/2026,1
Kalunguta,8/4/2026,8
Katwa,8/4/2026,200
Kyondo,8/4/2026,13
Lubero,8/4/2026,1
Mabalako,8/4/2026,1
Masereka,8/4/2026,5
Musienene,8/4/2026,45
Oicha,8/4/2026,4
Vuhovi,8/4/2026,2
Boma Mangbetu,8/4/2026,13
Isiro,8/4/2026,25
Pawa,8/4/2026,12
Rungu,8/4/2026,1
Wamba,8/4/2026,16
Kabondo,8/4/2026,1
Lubunga,8/4/2026,1
Makiso-Kisangani,8/4/2026,3
Mangobo,8/4/2026,1
Wanierukula,8/4/2026,1
Miti-Murhesa,8/4/2026,3
Adja,8/11/2026,11
Aru,8/11/2026,7
Ariwara,8/11/2026,7
Aungba,8/11/2026,10
Bambu,8/11/2026,93
Boga,8/11/2026,1
Bunia,8/11/2026,1072
Damas,8/11/2026,20
Drodro,8/11/2026,12
Fataki,8/11/2026,55
Gethy,8/11/2026,2
Kambala,8/11/2026,2
Kilo,8/11/2026,30
Komanda,8/11/2026,42
Lita,8/11/2026,169
Logo,8/11/2026,11
Lolwa,8/11/2026,11
Mahagi,8/11/2026,4
Mambasa,8/11/2026,13
Mandima,8/11/2026,19
Mangala,8/11/2026,120
Mongbwalu,8/11/2026,579
Nia-Nia,8/11/2026,146
Nizi,8/11/2026,502
Nyankunde,8/11/2026,117
Rimba,8/11/2026,9
Rwampara,8/11/2026,800
Tchomia,8/11/2026,48
Beni,8/11/2026,80
Butembo,8/11/2026,105
Goma,8/11/2026,1
Kalunguta,8/11/2026,10
Katwa,8/11/2026,249
Kyondo,8/11/2026,13
Lubero,8/11/2026,1
Mabalako,8/11/2026,1
Masereka,8/11/2026,7
Musienene,8/11/2026,53
Oicha,8/11/2026,5
Vuhovi,8/11/2026,3
Boma Mangbetu,8/11/2026,20
Gombari,8/11/2026,1
Isiro,8/11/2026,33
Pawa,8/11/2026,17
Rungu,8/11/2026,1
Wamba,8/11/2026,43
Bafwasende,8/11/2026,1
Kabondo,8/11/2026,2
Lubunga,8/11/2026,1
Makiso-Kisangani,8/11/2026,3
Mangobo,8/11/2026,1
Wanierukula,8/11/2026,1
Miti-Murhesa,8/11/2026,3
Adja,8/15/2026,11
Aru,8/15/2026,7
Ariwara,8/15/2026,7
Aungba,8/15/2026,11
Bambu,8/15/2026,109
Boga,8/15/2026,1
Bunia,8/15/2026,1157
Damas,8/15/2026,23
Drodro,8/15/2026,13
Fataki,8/15/2026,64
Gethy,8/15/2026,4
Kambala,8/15/2026,2
Kilo,8/15/2026,31
Komanda,8/15/2026,48
Lita,8/15/2026,173
Logo,8/15/2026,11
Lolwa,8/15/2026,15
Mahagi,8/15/2026,4
Mambasa,8/15/2026,14
Mandima,8/15/2026,23
Mangala,8/15/2026,156
Mongbwalu,8/15/2026,585
Nia-Nia,8/15/2026,164
Nizi,8/15/2026,534
Nyankunde,8/15/2026,120
Rimba,8/15/2026,9
Rwampara,8/15/2026,849
Tchomia,8/15/2026,49
Beni,8/15/2026,91
Butembo,8/15/2026,111
Goma,8/15/2026,1
Kalunguta,8/15/2026,12
Katwa,8/15/2026,285
Kyondo,8/15/2026,15
Lubero,8/15/2026,1
Mabalako,8/15/2026,2
Masereka,8/15/2026,7
Musienene,8/15/2026,62
Oicha,8/15/2026,5
Vuhovi,8/15/2026,4
Boma Mangbetu,8/15/2026,22
Gombari,8/15/2026,1
Isiro,8/15/2026,42
Pawa,8/15/2026,19
Rungu,8/15/2026,1
Wamba,8/15/2026,53
Bafwasende,8/15/2026,1
Kabondo,8/15/2026,3
Lubunga,8/15/2026,1
Makiso-Kisangani,8/15/2026,4
Mangobo,8/15/2026,2
Tshopo,8/15/2026,1
Wanierukula,8/15/2026,1
Miti-Murhesa,8/15/2026,3
Buta,8/15/2026,1
Adja,8/17/2026,11
Aru,8/17/2026,7
Ariwara,8/17/2026,8
Aungba,8/17/2026,11
Bambu,8/17/2026,112
Boga,8/17/2026,1
Bunia,8/17/2026,1194
Damas,8/17/2026,23
Drodro,8/17/2026,13
Fataki,8/17/2026,71
Gethy,8/17/2026,5
Kambala,8/17/2026,2
Kilo,8/17/2026,31
Komanda,8/17/2026,51
Lita,8/17/2026,183
Logo,8/17/2026,11
Lolwa,8/17/2026,15
Mahagi,8/17/2026,4
Mambasa,8/17/2026,14
Mandima,8/17/2026,23
Mangala,8/17/2026,165
Mongbwalu,8/17/2026,591
Nia-Nia,8/17/2026,175
Nizi,8/17/2026,543
Nyankunde,8/17/2026,120
Rimba,8/17/2026,9
Rwampara,8/17/2026,863
Tchomia,8/17/2026,49
Beni,8/17/2026,96
Butembo,8/17/2026,118
Goma,8/17/2026,1
Kalunguta,8/17/2026,12
Katwa,8/17/2026,306
Kyondo,8/17/2026,15
Lubero,8/17/2026,1
Mabalako,8/17/2026,2
Masereka,8/17/2026,7
Musienene,8/17/2026,63
Oicha,8/17/2026,6
Vuhovi,8/17/2026,4
Boma Mangbetu,8/17/2026,23
Gombari,8/17/2026,1
Isiro,8/17/2026,42
Pawa,8/17/2026,19
Rungu,8/17/2026,1
Wamba,8/17/2026,53
Bafwasende,8/17/2026,1
Kabondo,8/17/2026,3
Lubunga,8/17/2026,1
Makiso-Kisangani,8/17/2026,4
Mangobo,8/17/2026,2
Tshopo,8/17/2026,1
Wanierukula,8/17/2026,1
Miti-Murhesa,8/17/2026,3
Buta,8/17/2026,1
Adja,8/19/2026,11
Aru,8/19/2026,7
Ariwara,8/19/2026,8
Aungba,8/19/2026,11
Bambu,8/19/2026,114
Boga,8/19/2026,1
Bunia,8/19/2026,1244
Damas,8/19/2026,25
Drodro,8/19/2026,13
Fataki,8/19/2026,72
Gethy,8/19/2026,5
Kambala,8/19/2026,2
Kilo,8/19/2026,31
Komanda,8/19/2026,53
Lita,8/19/2026,186
Logo,8/19/2026,11
Lolwa,8/19/2026,17
Mahagi,8/19/2026,4
Mambasa,8/19/2026,14
Mandima,8/19/2026,25
Mangala,8/19/2026,183
Mongbwalu,8/19/2026,593
Nia-Nia,8/19/2026,182
Nizi,8/19/2026,567
Nyankunde,8/19/2026,121
Rimba,8/19/2026,10
Rwampara,8/19/2026,886
Tchomia,8/19/2026,51
Beni,8/19/2026,104
Butembo,8/19/2026,127
Goma,8/19/2026,1
Kalunguta,8/19/2026,13
Katwa,8/19/2026,316
Kyondo,8/19/2026,15
Lubero,8/19/2026,1
Mabalako,8/19/2026,2
Masereka,8/19/2026,7
Musienene,8/19/2026,66
Oicha,8/19/2026,6
Vuhovi,8/19/2026,5
Boma Mangbetu,8/19/2026,23
Gombari,8/19/2026,1
Isiro,8/19/2026,58
Pawa,8/19/2026,20
Rungu,8/19/2026,1
Wamba,8/19/2026,57
Bafwasende,8/19/2026,1
Kabondo,8/19/2026,3
Lubunga,8/19/2026,1
Makiso-Kisangani,8/19/2026,6
Mangobo,8/19/2026,2
Tshopo,8/19/2026,1
Wanierukula,8/19/2026,1
Miti-Murhesa,8/19/2026,3
Buta,8/19/2026,1
Viadana,8/19/2026,1
Adja,8/20/2026,11
Aru,8/20/2026,7
Ariwara,8/20/2026,8
Aungba,8/20/2026,12
Bambu,8/20/2026,126
Boga,8/20/2026,1
Bunia,8/20/2026,1254
Damas,8/20/2026,27
Drodro,8/20/2026,13
Fataki,8/20/2026,72
Gethy,8/20/2026,5
Kambala,8/20/2026,2
Kilo,8/20/2026,31
Komanda,8/20/2026,54
Lita,8/20/2026,190
Logo,8/20/2026,11
Lolwa,8/20/2026,17
Mahagi,8/20/2026,4
Mambasa,8/20/2026,14
Mandima,8/20/2026,25
Mangala,8/20/2026,188
Mongbwalu,8/20/2026,595
Nia-Nia,8/20/2026,185
Nizi,8/20/2026,580
Nyankunde,8/20/2026,121
Rimba,8/20/2026,10
Rwampara,8/20/2026,895
Tchomia,8/20/2026,52
Beni,8/20/2026,107
Butembo,8/20/2026,132
Goma,8/20/2026,1
Kalunguta,8/20/2026,13
Katwa,8/20/2026,323
Kyondo,8/20/2026,15
Lubero,8/20/2026,1
Mabalako,8/20/2026,2
Masereka,8/20/2026,7
Musienene,8/20/2026,68
Oicha,8/20/2026,6
Vuhovi,8/20/2026,5
Boma Mangbetu,8/20/2026,24
Gombari,8/20/2026,2
Isiro,8/20/2026,60
Pawa,8/20/2026,20
Rungu,8/20/2026,1
Wamba,8/20/2026,58
Bafwasende,8/20/2026,1
Kabondo,8/20/2026,3
Lubunga,8/20/2026,1
Makiso-Kisangani,8/20/2026,6
Mangobo,8/20/2026,2
Tshopo,8/20/2026,1
Wanierukula,8/20/2026,1
Miti-Murhesa,8/20/2026,3
Buta,8/20/2026,1
Viadana,8/20/2026,1
Adja,8/22/2026,11
Aru,8/22/2026,7
Ariwara,8/22/2026,8
Aungba,8/22/2026,12
Bambu,8/22/2026,127
Boga,8/22/2026,1
Bunia,8/22/2026,1279
Damas,8/22/2026,27
Drodro,8/22/2026,13
Fataki,8/22/2026,73
Gethy,8/22/2026,5
Kambala,8/22/2026,2
Kilo,8/22/2026,31
Komanda,8/22/2026,58
Lita,8/22/2026,196
Logo,8/22/2026,11
Lolwa,8/22/2026,17
Mahagi,8/22/2026,4
Mambasa,8/22/2026,14
Mandima,8/22/2026,32
Mangala,8/22/2026,191
Mongbwalu,8/22/2026,600
Nia-Nia,8/22/2026,191
Nizi,8/22/2026,609
Nyankunde,8/22/2026,122
Rimba,8/22/2026,10
Rwampara,8/22/2026,902
Tchomia,8/22/2026,54
Beni,8/22/2026,114
Butembo,8/22/2026,137
Goma,8/22/2026,1
Kalunguta,8/22/2026,13
Katwa,8/22/2026,342
Kyondo,8/22/2026,16
Lubero,8/22/2026,1
Mabalako,8/22/2026,3
Masereka,8/22/2026,7
Musienene,8/22/2026,68
Mutwanga,8/22/2026,1
Oicha,8/22/2026,6
Vuhovi,8/22/2026,5
Boma Mangbetu,8/22/2026,24
Gombari,8/22/2026,3
Isiro,8/22/2026,67
Pawa,8/22/2026,20
Rungu,8/22/2026,1
Wamba,8/22/2026,58
Bafwasende,8/22/2026,1
Kabondo,8/22/2026,3
Lubunga,8/22/2026,1
Makiso-Kisangani,8/22/2026,6
Mangobo,8/22/2026,2
Tshopo,8/22/2026,1
Wanierukula,8/22/2026,1
Miti-Murhesa,8/22/2026,3
Buta,8/22/2026,1
Viadana,8/22/2026,1
Adja,8/24/2026,11
Aru,8/24/2026,7
Ariwara,8/24/2026,8
Aungba,8/24/2026,12
Bambu,8/24/2026,139
Boga,8/24/2026,2
Bunia,8/24/2026,1312
Damas,8/24/2026,27
Drodro,8/24/2026,13
Fataki,8/24/2026,73
Gethy,8/24/2026,5
Kambala,8/24/2026,2
Kilo,8/24/2026,32
Komanda,8/24/2026,61
Lita,8/24/2026,204
Logo,8/24/2026,11
Lolwa,8/24/2026,18
Mahagi,8/24/2026,4
Mambasa,8/24/2026,14
Mandima,8/24/2026,32
Mangala,8/24/2026,203
Mongbwalu,8/24/2026,603
Nia-Nia,8/24/2026,193
Nizi,8/24/2026,622
Nyankunde,8/24/2026,123
Rimba,8/24/2026,10
Rwampara,8/24/2026,920
Tchomia,8/24/2026,55
Beni,8/24/2026,118
Butembo,8/24/2026,140
Goma,8/24/2026,1
Kalunguta,8/24/2026,15
Katwa,8/24/2026,351
Kyondo,8/24/2026,16
Lubero,8/24/2026,1
Mabalako,8/24/2026,3
Masereka,8/24/2026,7
Musienene,8/24/2026,70
Mutwanga,8/24/2026,1
Oicha,8/24/2026,7
Vuhovi,8/24/2026,5
Boma Mangbetu,8/24/2026,26
Gombari,8/24/2026,3
Isiro,8/24/2026,70
Pawa,8/24/2026,20
Rungu,8/24/2026,1
Wamba,8/24/2026,64
Bafwasende,8/24/2026,1
Kabondo,8/24/2026,3
Lubunga,8/24/2026,1
Makiso-Kisangani,8/24/2026,6
Mangobo,8/24/2026,2
Tshopo,8/24/2026,1
Wanierukula,8/24/2026,1
Miti-Murhesa,8/24/2026,3
Buta,8/24/2026,1
Viadana,8/24/2026,1
Ganga,8/24/2026,1
Adja,8/25/2026,11
Aru,8/25/2026,7
Ariwara,8/25/2026,8
Aungba,8/25/2026,12
Bambu,8/25/2026,148
Boga,8/25/2026,2
Bunia,8/25/2026,1317
Damas,8/25/2026,27
Drodro,8/25/2026,13
Fataki,8/25/2026,73
Gethy,8/25/2026,5
Kambala,8/25/2026,2
Kilo,8/25/2026,32
Komanda,8/25/2026,61
Lita,8/25/2026,204
Logo,8/25/2026,11
Lolwa,8/25/2026,19
Mahagi,8/25/2026,4
Mambasa,8/25/2026,17
Mandima,8/25/2026,32
Mangala,8/25/2026,203
Mongbwalu,8/25/2026,605
Nia-Nia,8/25/2026,199
Nizi,8/25/2026,628
Nyankunde,8/25/2026,124
Rimba,8/25/2026,10
Rwampara,8/25/2026,921
Tchomia,8/25/2026,55
Beni,8/25/2026,118
Butembo,8/25/2026,146
Goma,8/25/2026,1
Kalunguta,8/25/2026,16
Katwa,8/25/2026,360
Kyondo,8/25/2026,16
Lubero,8/25/2026,1
Mabalako,8/25/2026,3
Masereka,8/25/2026,7
Musienene,8/25/2026,72
Mutwanga,8/25/2026,1
Oicha,8/25/2026,7
Vuhovi,8/25/2026,5
Boma Mangbetu,8/25/2026,26
Gombari,8/25/2026,3
Isiro,8/25/2026,74
Pawa,8/25/2026,20
Rungu,8/25/2026,1
Wamba,8/25/2026,65
Bafwasende,8/25/2026,1
Kabondo,8/25/2026,3
Lubunga,8/25/2026,1
Makiso-Kisangani,8/25/2026,6
Mangobo,8/25/2026,2
Tshopo,8/25/2026,1
Wanierukula,8/25/2026,1
Miti-Murhesa,8/25/2026,3
Buta,8/25/2026,1
Viadana,8/25/2026,1
Ganga,8/25/2026,1
Adja,8/26/2026,11
Aru,8/26/2026,7
Ariwara,8/26/2026,8
Aungba,8/26/2026,12
Bambu,8/26/2026,149
Boga,8/26/2026,2
Bunia,8/26/2026,1336
Damas,8/26/2026,27
Drodro,8/26/2026,13
Fataki,8/26/2026,73
Gethy,8/26/2026,5
Kambala,8/26/2026,2
Kilo,8/26/2026,32
Komanda,8/26/2026,65
Lita,8/26/2026,204
Logo,8/26/2026,11
Lolwa,8/26/2026,19
Mahagi,8/26/2026,4
Mambasa,8/26/2026,17
Mandima,8/26/2026,33
Mangala,8/26/2026,212
Mongbwalu,8/26/2026,606
Nia-Nia,8/26/2026,199
Nizi,8/26/2026,636
Nyankunde,8/26/2026,124
Rimba,8/26/2026,10
Rwampara,8/26/2026,930
Tchomia,8/26/2026,55
Beni,8/26/2026,122
Biena,8/26/2026,1
Butembo,8/26/2026,152
Goma,8/26/2026,1
Kalunguta,8/26/2026,16
Katwa,8/26/2026,368
Kyondo,8/26/2026,16
Lubero,8/26/2026,1
Mabalako,8/26/2026,3
Manguredjipa,8/26/2026,1
Masereka,8/26/2026,7
Musienene,8/26/2026,74
Mutwanga,8/26/2026,1
Oicha,8/26/2026,7
Vuhovi,8/26/2026,5
Boma Mangbetu,8/26/2026,26
Gombari,8/26/2026,3
Isiro,8/26/2026,78
Pawa,8/26/2026,20
Rungu,8/26/2026,1
Wamba,8/26/2026,66
Bafwasende,8/26/2026,1
Kabondo,8/26/2026,3
Lubunga,8/26/2026,1
Makiso-Kisangani,8/26/2026,8
Mangobo,8/26/2026,2
Tshopo,8/26/2026,1
Wanierukula,8/26/2026,1
Miti-Murhesa,8/26/2026,3
Buta,8/26/2026,1
Viadana,8/26/2026,1
Ganga,8/26/2026,1
Adja,8/28/2026,11
Aru,8/28/2026,8
Ariwara,8/28/2026,8
Aungba,8/28/2026,12
Bambu,8/28/2026,157
Boga,8/28/2026,2
Bunia,8/28/2026,1375
Damas,8/28/2026,27
Drodro,8/28/2026,13
Fataki,8/28/2026,74
Gethy,8/28/2026,6
Kambala,8/28/2026,2
Kilo,8/28/2026,32
Komanda,8/28/2026,72
Lita,8/28/2026,210
Logo,8/28/2026,11
Lolwa,8/28/2026,19
Mahagi,8/28/2026,4
Mambasa,8/28/2026,17
Mandima,8/28/2026,36
Mangala,8/28/2026,227
Mongbwalu,8/28/2026,608
Nia-Nia,8/28/2026,205
Nizi,8/28/2026,646
Nyankunde,8/28/2026,124
Rimba,8/28/2026,10
Rwampara,8/28/2026,939
Tchomia,8/28/2026,56
Beni,8/28/2026,128
Biena,8/28/2026,1
Butembo,8/28/2026,160
Goma,8/28/2026,1
Kalunguta,8/28/2026,16
Katwa,8/28/2026,377
Kyondo,8/28/2026,16
Lubero,8/28/2026,1
Mabalako,8/28/2026,3
Manguredjipa,8/28/2026,1
Masereka,8/28/2026,8
Musienene,8/28/2026,75
Mutwanga,8/28/2026,1
Oicha,8/28/2026,7
Vuhovi,8/28/2026,5
Boma Mangbetu,8/28/2026,26
Gombari,8/28/2026,3
Isiro,8/28/2026,79
Pawa,8/28/2026,24
Rungu,8/28/2026,1
Wamba,8/28/2026,76
Bafwasende,8/28/2026,2
Kabondo,8/28/2026,3
Lubunga,8/28/2026,1
Makiso-Kisangani,8/28/2026,9
Mangobo,8/28/2026,2
Tshopo,8/28/2026,1
Wanierukula,8/28/2026,1
Miti-Murhesa,8/28/2026,3
Buta,8/28/2026,1
Viadana,8/28/2026,1
Ganga,8/28/2026,1
